0.360	-0.854
0.420	-0.841
0.480	-0.838
0.540	-0.837
0.600	-0.835
0.660	-0.834
0.720	-0.833
0.780	-0.826
0.840	-0.816
0.900	-0.806
0.960	-0.795
1.020	-0.780
1.080	-0.758
1.140	-0.723
1.200	-0.664
1.260	-0.582
1.320	-0.489
1.380	-0.393
1.440	-0.306
1.500	-0.233
1.560	-0.174
1.620	-0.113
1.680	-0.041
1.740	0.038
1.800	0.112
1.860	0.166
1.920	0.189
1.980	0.178
2.040	0.140
2.100	0.088
2.160	0.032
2.220	-0.021
2.280	-0.067
2.340	-0.103
2.400	-0.131
2.460	-0.151
2.520	-0.164
2.580	-0.171
2.640	-0.174
2.700	-0.174
2.760	-0.173
2.820	-0.170
2.880	-0.161
2.940	-0.143
3.000	-0.114
3.060	-0.073
3.120	-0.024
3.180	0.033
3.240	0.095
3.300	0.158
3.360	0.218
3.420	0.273
3.480	0.316
3.540	0.345
3.600	0.354
3.660	0.343
3.720	0.314
3.780	0.273
3.840	0.226
3.900	0.174
3.960	0.120
4.020	0.066
4.080	0.017
4.140	-0.027
4.200	-0.067
4.260	-0.104
4.320	-0.137
4.380	-0.165
4.440	-0.191
4.500	-0.213
4.560	-0.230
4.620	-0.240
4.680	-0.244
4.740	-0.241
4.800	-0.231
4.860	-0.216
4.920	-0.198
4.980	-0.176
5.040	-0.149
5.100	-0.115
5.160	-0.075
5.220	-0.030
5.280	0.015
5.340	0.057
5.400	0.094
5.460	0.126
5.520	0.153
5.580	0.173
5.640	0.183
5.700	0.185
5.760	0.178
5.820	0.165
5.880	0.146
5.940	0.123
6.000	0.100
6.060	0.077
6.120	0.054
6.180	0.034
6.240	0.019
6.300	0.006
6.360	-0.005
6.420	-0.014
6.480	-0.021
6.540	-0.025
6.600	-0.026
6.660	-0.023
6.720	-0.020
6.780	-0.018
6.840	-0.019
6.900	-0.020
6.960	-0.022
7.020	-0.025
7.080	-0.030
7.140	-0.037
7.200	-0.042
7.260	-0.047
7.320	-0.050
7.380	-0.053
7.440	-0.054
7.500	-0.056
7.560	-0.058
7.620	-0.059
7.680	-0.058
7.740	-0.055
7.800	-0.051
7.860	-0.047
7.920	-0.041
7.980	-0.033
8.040	-0.025
8.100	-0.017
8.160	-0.008
8.220	0.002
8.280	0.013
8.340	0.023
8.400	0.035
8.460	0.047
8.520	0.058
8.580	0.067
8.640	0.074
8.700	0.080
8.760	0.082
8.820	0.084
8.880	0.085
8.940	0.084
9.000	0.080
9.060	0.072
9.120	0.062
9.180	0.049
9.240	0.033
9.300	0.017
9.360	0.004
9.420	-0.009
9.480	-0.021
9.540	-0.032
9.600	-0.043
9.660	-0.053
9.720	-0.062
9.780	-0.067
9.840	-0.070
9.900	-0.071
9.960	-0.070
10.020	-0.068
10.080	-0.065
10.140	-0.060
10.200	-0.054
10.260	-0.047
10.320	-0.040
10.380	-0.033
10.440	-0.025
10.500	-0.018
10.560	-0.012
10.620	-0.004
10.680	0.006
10.740	0.016
10.800	0.022
10.860	0.027
10.920	0.030
10.980	0.034
11.040	0.037
11.100	0.039
11.160	0.040
11.220	0.040
11.280	0.041
11.340	0.039
11.400	0.037
11.460	0.035
11.520	0.035
11.580	0.034
11.640	0.030
11.700	0.025
11.760	0.022
11.820	0.021
11.880	0.019
11.940	0.015
12.000	0.010
12.060	0.005
12.120	0.001
12.180	-0.003
12.240	-0.008
12.300	-0.015
12.360	-0.020
12.420	-0.024
12.480	-0.026
12.540	-0.029
12.600	-0.031
12.660	-0.035
12.720	-0.040
12.780	-0.044
12.840	-0.045
12.900	-0.043
12.960	-0.040
13.020	-0.037
13.080	-0.033
13.140	-0.029
13.200	-0.025
13.260	-0.020
13.320	-0.014
13.380	-0.007
13.440	-0.002
13.500	0.003
13.560	0.010
13.620	0.018
13.680	0.024
